"Conservative","Natural.Law","Ulster.Unionist","Democratic.Unionist","Alliance","Social.Democratic.and.Labour","Sinn.Fein","Ulster.Popular.Unionist","Constituency","CV","FPTP","Labour","Liberal.Democrat","Plaid.Cymru","Scottish.National","Liberal","Green","Independent.Conservative","Independent.Labour","Social.Democrat","Speaker"
65257.9999999999,0,0,0,0,0,0,0,"Peterborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Devonport","Labour","Labour",49063.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Drake","Liberal.Democrat","Conservative",0,38566,0,0,0,0,0,0,0,0
54737,0,0,0,0,0,0,0,"Plymouth Sutton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pontefract and Castleford","Labour","Labour",48007,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pontypridd","Labour","Labour",48890,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Poole","Liberal.Democrat","Conservative",0,62893.9999999998,0,0,0,0,0,0,0,0
61328,0,0,0,0,0,0,0,"Portsmouth North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Portsmouth South","Liberal.Democrat","Conservative",0,53650.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Preston","Labour","Labour",46028.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pudsey","Liberal.Democrat","Conservative",0,57381,0,0,0,0,0,0,0,0
48243,0,0,0,0,0,0,0,"Putney","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
46520.0000000001,0,0,0,0,0,0,0,"Ravensbourne","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
54130,0,0,0,0,0,0,0,"Reading East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
52982.9999999999,0,0,0,0,0,0,0,"Reading West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Redcar","Labour","Labour",48580,0,0,0,0,0,0,0,0,0
55936,0,0,0,0,0,0,0,"Reigate","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Renfrew West and Inverclyde","Scottish.National","Labour",0,6721.00000000025,0,39969.9999999996,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rhondda","Labour","Labour",45689,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ribble Valley","Liberal.Democrat","Conservative",0,55574.9999999999,0,0,0,0,0,0,0,0
64422.9999999999,0,0,0,0,0,0,0,"Richmond (Yorkshire)","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Richmond and Barnes","Liberal.Democrat","Conservative",0,45015.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rochdale","Liberal.Democrat","Liberal.Democrat",0,52549.9999999999,0,0,0,0,0,0,0,0
63796.9999999997,0,0,0,0,0,0,0,"Rochford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
42123.0000000001,0,0,0,0,0,0,0,"Romford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
68711,0,0,0,0,0,0,0,"Romsey and Waterside","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ross, Skye and Inverness West","Liberal.Democrat","Liberal.Democrat",0,41037,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rossendale and Darwen","Labour","Labour",63882.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rother Valley","Labour","Labour",51215,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rotherham","Labour","Labour",43679.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Roxburgh and Berwickshire","Liberal.Democrat","Liberal.Democrat",0,33792.9999999999,0,0,0,0,0,0,0,0
65108,0,0,0,0,0,0,0,"Rugby and Kenilworth","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
44355.9999999999,0,0,0,0,0,0,0,"Ruislip-Northwood","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
63326.0000000001,0,0,0,0,0,0,0,"Rushcliffe","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
65450.9999999999,0,0,0,0,0,0,0,"Rutland and Melton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
71148.9999999999,0,0,0,0,0,0,0,"Ryedale","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
62312.9999999998,0,0,0,0,0,0,0,"Saffron Walden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Salford East","Labour","Labour",33868,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Salisbury","Liberal.Democrat","Conservative",0,60303.9999999999,0,0,0,0,0,0,0,0
58943,0,0,0,0,0,0,0,"Scarborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sedgefield","Labour","Labour",47029,0,0,0,0,0,0,0,0,0
61869.9999999999,0,0,0,0,0,0,0,"Selby","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
57802,0,0,0,0,0,0,0,"Sevenoaks","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Attercliffe","Labour","Labour",49679.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Brightside","Labour","Labour",42134.0000000001,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Central","Labour","Labour",32840,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Hallam","Liberal.Democrat","Conservative",0,54148.9999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Heeley","Labour","Labour",50303,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Hillsborough","Liberal.Democrat","Labour",0,59703,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sherwood","Labour","Labour",62704.9999999999,0,0,0,0,0,0,0,0,0
56511.9999999999,0,0,0,0,0,0,0,"Shipley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shoreham","Liberal.Democrat","Conservative",0,57835.9999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shrewsbury and Atcham","Liberal.Democrat","Conservative",0,58230.9999999999,0,0,0,0,0,0,0,0
64225.0000000002,0,0,0,0,0,0,0,"Shropshire North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
61521.9999999998,0,0,0,0,0,0,0,"Skipton and Ripon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Slough","Labour","Conservative",57390.9999999998,0,0,0,0,0,0,0,0,0
63092.9999999999,0,0,0,0,0,0,0,"Solihull","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Somerton and Frome","Liberal.Democrat","Conservative",0,59047,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"South Hams","Liberal.Democrat","Conservative",0,67354.9999999999,0,0,0,0,0,0,0,0
64879.9999999999,0,0,0,0,0,0,0,"South Ribble","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"South Shields","Labour","Labour",41619.0000000001,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southampton Itchen","Labour","Labour",55474,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southampton Test","Labour","Conservative",56450,0,0,0,0,0,0,0,0,0
41850.9999999999,0,0,0,0,0,0,0,"Southend East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southend West","Liberal.Democrat","Conservative",0,49947.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southport","Liberal.Democrat","Conservative",0,55439.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southwark and Bermondsey","Liberal.Democrat","Liberal.Democrat",0,36979.9999999999,0,0,0,0,0,0,0,0
55388,0,0,0,0,0,0,0,"Spelthorne","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
61925,0,0,0,0,0,0,0,"St. Albans","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"St. Helens North","Labour","Labour",55127,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"St. Helens South","Labour","Labour",49800.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"St. Ives","Liberal.Democrat","Conservative",0,57132,0,0,0,0,0,0,0,0
61730,0,0,0,0,0,0,0,"Stafford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
62859.0000000001,0,0,0,0,0,0,0,"Staffordshire Mid","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
60657,0,0,0,0,0,0,0,"Staffordshire Moorlands","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
67482.9999999999,0,0,0,0,0,0,0,"Staffordshire South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
56707.9999999999,0,0,0,0,0,0,0,"Staffordshire South East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stalybridge and Hyde","Labour","Labour",49760,0,0,0,0,0,0,0,0,0
61000,0,0,0,0,0,0,0,"Stamford and Spalding","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
58317.0000000001,0,0,0,0,0,0,0,"Stevenage","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stirling","Labour","Conservative",47882,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stockport","Labour","Labour",47795,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stockton North","Labour","Labour",53365.9999999999,0,0,0,0,0,0,0,0,0
62876.9999999998,0,0,0,0,0,0,0,"Stockton South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stoke-on-Trent Central","Labour","Labour",44642.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stoke-on-Trent North","Labour","Labour",53705,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stoke-on-Trent South","Labour","Labour",53012,0,0,0,0,0,0,0,0,0
67974.0000000001,0,0,0,0,0,0,0,"Stratford-on-Avon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Strathkelvin and Bearsden","Labour","Labour",50322,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Streatham","Labour","Labour",39930.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stretford","Labour","Labour",37453,0,0,0,0,0,0,0,0,0
69753.0000000001,0,0,0,0,0,0,0,"Stroud","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
66408,0,0,0,0,0,0,0,"Suffolk Central","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
64757.9999999999,0,0,0,0,0,0,0,"Suffolk Coastal","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
69320,0,0,0,0,0,0,0,"Suffolk South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sunderland North","Labour","Labour",50187.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sunderland South","Labour","Labour",50737,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Surbiton","Liberal.Democrat","Conservative",0,34972,0,0,0,0,0,0,0,0
47772.0000000001,0,0,0,0,0,0,0,"Surrey East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
65476.9999999998,0,0,0,0,0,0,0,"Surrey North West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
59738.0000000001,0,0,0,0,0,0,0,"Surrey South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
66331.9999999998,0,0,0,0,0,0,0,"Sussex Mid","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sutton and Cheam","Liberal.Democrat","Conservative",0,50220.9999999998,0,0,0,0,0,0,0,0
56779.9999999998,0,0,0,0,0,0,0,"Sutton Coldfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Swansea East","Labour","Labour",44731,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Swansea West","Labour","Labour",43850,0,0,0,0,0,0,0,0,0
73055.9999999999,0,0,0,0,0,0,0,"Swindon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
57052.9999999999,0,0,0,0,0,0,0,"Tatton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Taunton","Liberal.Democrat","Conservative",0,64245.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tayside North","Scottish.National","Conservative",0,0,0,43456.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Teignbridge","Liberal.Democrat","Conservative",0,62051.9999999999,0,0,0,0,0,0,0,0
53960.0000000001,0,0,0,0,0,0,0,"Thanet North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
48811.9999999998,0,0,0,0,0,0,0,"Thanet South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Thurrock","Labour","Labour",53554.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tiverton","Liberal.Democrat","Conservative",0,58941.0000000001,0,0,0,0,0,0,0,0
63891.9999999998,0,0,0,0,0,0,0,"Tonbridge and Malling","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tooting","Labour","Labour",51023.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Torbay","Liberal.Democrat","Conservative",0,57121,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Torfaen","Labour","Labour",46127.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tottenham","Labour","Labour",44822.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Truro","Liberal.Democrat","Liberal.Democrat",0,61853,0,0,0,0,0,0,0,0
59759.0000000001,0,0,0,0,0,0,0,"Tunbridge Wells","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tweeddale, Ettrick and Lauderdale","Liberal.Democrat","Liberal.Democrat",0,30820.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Twickenham","Liberal.Democrat","Conservative",0,53052.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tyne Bridge","Labour","Labour",33250,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tynemouth","Labour","Conservative",60262.9999999999,0,0,0,0,0,0,0,0,0
51609,0,0,0,0,0,0,0,"Upminster","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
48353,0,0,0,0,0,0,0,"Uxbridge","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Vale of Glamorgan","Labour","Conservative",54625.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Vauxhall","Labour","Labour",38649,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wakefield","Labour","Labour",53238,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wallasey","Labour","Labour",54214.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wallsend","Labour","Labour",57777,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walsall North","Labour","Labour",51578.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walsall South","Labour","Labour",50060,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walthamstow","Liberal","Labour",0,9963.00000000009,0,0,25587.9999999999,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wansbeck","Labour","Labour",50318.9999999999,0,0,0,0,0,0,0,0,0
65070.9999999999,0,0,0,0,0,0,0,"Wansdyke","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
43700.0000000002,0,0,0,0,0,0,0,"Wanstead and Woodford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
56498.9999999999,0,0,0,0,0,0,0,"Wantage","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warley","Labour","Labour",37096,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warley West","Labour","Labour",42245,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warrington North","Labour","Labour",60781,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warrington South","Labour","Labour",63745.9999999998,0,0,0,0,0,0,0,0,0
57854.9999999999,0,0,0,0,0,0,0,"Warwick and Leamington","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warwickshire North","Labour","Labour",59911,0,0,0,0,0,0,0,0,0
59526.9999999998,0,0,0,0,0,0,0,"Watford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
68873,0,0,0,0,0,0,0,"Waveney","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
60358,0,0,0,0,0,0,0,"Wealden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
60502.0000000001,0,0,0,0,0,0,0,"Wellingborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wells","Liberal.Democrat","Conservative",0,57758.9999999999,0,0,0,0,0,0,0,0
60889,0,0,0,0,0,0,0,"Welwyn Hatfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wentworth","Labour","Labour",48058,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"West Bromwich East","Labour","Labour",42643.0000000001,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"West Bromwich West","Speaker","Speaker",0,18346,0,0,0,0,0,0,0,22251
0,0,0,0,0,0,0,0,"Westbury","Liberal.Democrat","Conservative",0,72487.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Western Isles","Scottish.National","Labour",0,0,0,15539,0,0,0,0,0,0
44447.9999999999,0,0,0,0,0,0,0,"Westminster North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
55883.0000000002,0,0,0,0,0,0,0,"Westmorland and Lonsdale","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Weston-super-Mare","Liberal.Democrat","Conservative",0,62876.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wigan","Labour","Labour",55402,0,0,0,0,0,0,0,0,0
70084.9999999998,0,0,0,0,0,0,0,"Wiltshire North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
49510.9999999998,0,0,0,0,0,0,0,"Wimbledon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Winchester","Liberal.Democrat","Conservative",0,66116.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Windsor and Maidenhead","Liberal.Democrat","Conservative",0,62814.9999999999,0,0,0,0,0,0,0,0
50344,0,0,0,0,0,0,0,"Wirral South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
50948.0000000001,0,0,0,0,0,0,0,"Wirral West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
64306.0000000001,0,0,0,0,0,0,0,"Witney","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
64028.0000000001,0,0,0,0,0,0,0,"Woking","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
70131,0,0,0,0,0,0,0,"Wokingham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wolverhampton North East","Labour","Labour",48905.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wolverhampton South East","Labour","Labour",40921,0,0,0,0,0,0,0,0,0
52679,0,0,0,0,0,0,0,"Wolverhampton South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
64520.0000000001,0,0,0,0,0,0,0,"Woodspring","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Woolwich","Labour","Labour",24369,0,0,0,0,0,0,0,15326.0000000001,0
59767,0,0,0,0,0,0,0,"Worcester","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
68323,0,0,0,0,0,0,0,"Worcestershire Mid","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
64337.9999999999,0,0,0,0,0,0,0,"Worcestershire South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Workington","Labour","Labour",46199.9999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Worsley","Labour","Labour",56166.9999999999,0,0,0,0,0,0,0,0,0
60027.0000000002,0,0,0,0,0,0,0,"Worthing West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wrekin, The","Labour","Labour",70121.9999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wrexham","Labour","Labour",51433,0,0,0,0,0,0,0,0,0
56162,0,0,0,0,0,0,0,"Wycombe","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
53913.9999999998,0,0,0,0,0,0,0,"Wyre","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
60582.9999999999,0,0,0,0,0,0,0,"Wyre Forest","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Yeovil","Liberal.Democrat","Liberal.Democrat",0,59486.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ynys Môn","Plaid.Cymru","Plaid.Cymru",0,0,43061.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"York","Labour","Labour",64166.9999999999,0,0,0,0,0,0,0,0,0
