"Ulster.Unionist","Alliance","The.Workers...NI.","Democratic.Unionist","Social.Democratic.and.Labour","Sinn.Fein","Ulster.Popular.Unionist","Independent.Ulster.Unionist","Constituency","CV","FPTP","Labour","Liberal","Conservative","Plaid.Cymru","Social.Democratic","Scottish.National","Green","Independent.Labour","Speaker"
0,0,0,0,0,0,0,0,"Rother Valley","Labour","Labour",50033.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rotherham","Labour","Labour",42598.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Roxburgh and Berwickshire","Liberal","Liberal",0,33298,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rugby and Kenilworth","Conservative","Conservative",0,0,61049,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ruislip-Northwood","Conservative","Conservative",0,0,43777.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rushcliffe","Conservative","Conservative",0,0,58211.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rutland and Melton","Conservative","Conservative",0,0,59803.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ryedale","Liberal","Conservative",0,65897.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Saffron Walden","Conservative","Conservative",0,0,57596,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Salford East","Labour","Labour",38159,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Salisbury","Social.Democratic","Conservative",0,0,0,0,57235.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Scarborough","Conservative","Conservative",0,0,54631.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sedgefield","Labour","Labour",46349,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Selby","Conservative","Conservative",0,0,55453,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sevenoaks","Conservative","Conservative",0,0,55924,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Attercliffe","Labour","Labour",48890.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Brightside","Labour","Labour",44658.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Central","Labour","Labour",37716,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Hallam","Liberal","Conservative",0,55410,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Heeley","Labour","Labour",53220.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Hillsborough","Liberal","Labour",0,59526,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sherwood","Conservative","Conservative",0,0,58480,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shipley","Conservative","Conservative",0,0,54428,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shoreham","Conservative","Conservative",0,0,55303,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shrewsbury and Atcham","Liberal","Conservative",0,54447.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shropshire North","Conservative","Conservative",0,0,58221.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Skipton and Ripon","Conservative","Conservative",0,0,56171.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Slough","Conservative","Conservative",0,0,55732,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Solihull","Conservative","Conservative",0,0,58693,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Somerton and Frome","Liberal","Conservative",0,54624.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"South Hams","Conservative","Conservative",0,0,61528.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"South Ribble","Conservative","Conservative",0,0,59581.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"South Shields","Labour","Labour",42567,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southampton Itchen","Social.Democratic","Conservative",0,0,0,0,55128,0,0,0,0
0,0,0,0,0,0,0,0,"Southampton Test","Conservative","Conservative",0,0,56440,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southend East","Conservative","Conservative",0,0,40955,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southend West","Liberal","Conservative",0,51504.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southport","Liberal","Liberal",0,54506.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Southwark and Bermondsey","Liberal","Liberal",0,35887,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Spelthorne","Conservative","Conservative",0,0,54057.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"St. Albans","Liberal","Conservative",0,60281.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"St. Helens North","Labour","Labour",54017.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"St. Helens South","Labour","Labour",49505,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"St. Ives","Social.Democratic","Conservative",0,0,0,0,52068,0,0,0,0
0,0,0,0,0,0,0,0,"Stafford","Conservative","Conservative",0,0,57552,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Staffordshire Mid","Conservative","Conservative",0,0,55748.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Staffordshire Moorlands","Conservative","Conservative",0,0,59749,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Staffordshire South","Conservative","Conservative",0,0,61953,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Staffordshire South East","Social.Democratic","Conservative",0,0,0,0,53219.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,"Stalybridge and Hyde","Labour","Labour",50450.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stamford and Spalding","Conservative","Conservative",0,0,54907.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stevenage","Social.Democratic","Conservative",0,0,0,0,55971.0000000001,0,0,0,0
0,0,0,0,0,0,0,0,"Stirling","Scottish.National","Conservative",1352.99999999989,0,0,0,0,44582.0000000001,0,0,0
0,0,0,0,0,0,0,0,"Stockport","Social.Democratic","Conservative",0,0,0,0,46905,0,0,0,0
0,0,0,0,0,0,0,0,"Stockton North","Labour","Labour",52997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stockton South","Social.Democratic","Conservative",0,0,0,0,59492,0,0,0,0
0,0,0,0,0,0,0,0,"Stoke-on-Trent Central","Labour","Labour",45375.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stoke-on-Trent North","Labour","Labour",54070,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stoke-on-Trent South","Labour","Labour",52204,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stratford-on-Avon","Conservative","Conservative",0,0,62136,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Strathkelvin and Bearsden","Liberal","Labour",0,51514,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Streatham","Labour","Conservative",42088.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stretford","Labour","Labour",41385,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Stroud","Conservative","Conservative",0,0,65536,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Suffolk Central","Conservative","Conservative",0,0,60370.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Suffolk Coastal","Conservative","Conservative",0,0,58970.9999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Suffolk South","Conservative","Conservative",0,0,63576.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sunderland North","Labour","Labour",53379.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sunderland South","Labour","Labour",53316.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Surbiton","Social.Democratic","Conservative",0,0,0,0,35557,0,0,0,0
0,0,0,0,0,0,0,0,"Surrey East","Conservative","Conservative",0,0,45948.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Surrey North West","Conservative","Conservative",0,0,60245.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Surrey South West","Conservative","Conservative",0,0,56929,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sussex Mid","Conservative","Conservative",0,0,61843,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sutton and Cheam","Conservative","Conservative",0,0,48903.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sutton Coldfield","Conservative","Conservative",0,0,53871,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Swansea East","Labour","Labour",43143,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Swansea West","Labour","Labour",45506,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Swindon","Conservative","Conservative",0,0,67027,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tatton","Conservative","Conservative",0,0,54922.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Taunton","Social.Democratic","Conservative",0,0,0,0,58869.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Tayside North","Scottish.National","Conservative",0,0,0,0,0,40348.9999999999,0,0,0
0,0,0,0,0,0,0,0,"Teignbridge","Liberal","Conservative",0,57373.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Thanet North","Conservative","Conservative",0,0,50360.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Thanet South","Conservative","Conservative",0,0,46259.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"The Wrekin","Labour","Labour",64642.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Thurrock","Labour","Conservative",48333.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tiverton","Liberal","Conservative",0,53938,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tonbridge and Malling","Conservative","Conservative",0,0,59354.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tooting","Labour","Labour",48516.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Torbay","Liberal","Conservative",0,53775.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Torfaen","Labour","Labour",45262.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tottenham","Labour","Labour",50065.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Truro","Liberal","Liberal",0,57865,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tunbridge Wells","Conservative","Conservative",0,0,56655.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tweeddale, Ettrick and Lauderdale","Liberal","Liberal",0,29236,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Twickenham","Liberal","Conservative",0,52696,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tyne Bridge","Labour","Labour",36694,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Tynemouth","Conservative","Conservative",0,0,58089,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Upminster","Conservative","Conservative",0,0,50104.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Uxbridge","Conservative","Conservative",0,0,48328,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Vale of Glamorgan","Conservative","Conservative",0,0,51786,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Vauxhall","Labour","Labour",42242.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wakefield","Labour","Labour",52579,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wallasey","Labour","Conservative",53666,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wallsend","Labour","Labour",57542.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walsall North","Labour","Labour",50411.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walsall South","Labour","Labour",50383.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Walthamstow","Social.Democratic","Conservative",0,0,0,0,34836,0,0,0,0
0,0,0,0,0,0,0,0,"Wansbeck","Labour","Labour",48861,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wansdyke","Conservative","Conservative",0,0,61161.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wanstead and Woodford","Conservative","Conservative",0,0,41948.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wantage","Social.Democratic","Conservative",0,0,0,0,51800.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Warley East","Labour","Labour",38667,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warley West","Labour","Labour",40283.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warrington North","Labour","Labour",56877,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warrington South","Conservative","Conservative",0,0,59121,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warwick and Leamington","Conservative","Conservative",0,0,55311,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Warwickshire North","Conservative","Conservative",0,0,56459,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Watford","Conservative","Conservative",0,0,57290.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Waveney","Conservative","Conservative",0,0,64196,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wealden","Conservative","Conservative",0,0,54760.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wellingborough","Conservative","Conservative",0,0,55052.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wells","Liberal","Conservative",0,53344,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Welwyn Hatfield","Social.Democratic","Conservative",0,0,0,0,59124,0,0,0,0
0,0,0,0,0,0,0,0,"Wentworth","Labour","Labour",46349,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"West Bromwich East","Labour","Labour",42609.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"West Bromwich West","Labour","Labour",39474,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Westbury","Liberal","Conservative",0,66396.9999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Western Isles","Scottish.National","Labour",0,0,0,0,0,16497,0,0,0
0,0,0,0,0,0,0,0,"Westminster North","Conservative","Conservative",0,0,42138,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Westmorland and Lonsdale","Conservative","Conservative",0,0,52566,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Weston-super-Mare","Social.Democratic","Conservative",0,0,0,0,57747,0,0,0,0
0,0,0,0,0,0,0,0,"Wigan","Labour","Labour",55180.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wiltshire North","Liberal","Conservative",0,64022,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wimbledon","Liberal","Conservative",0,48203,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Winchester","Social.Democratic","Conservative",0,0,0,0,61504,0,0,0,0
0,0,0,0,0,0,0,0,"Windsor and Maidenhead","Conservative","Conservative",0,0,57513.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wirral South","Conservative","Conservative",0,0,49457.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wirral West","Conservative","Conservative",0,0,49569.9999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Witney","Conservative","Conservative",0,0,58185.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Woking","Conservative","Conservative",0,0,61973.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wokingham","Conservative","Conservative",0,0,64851,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wolverhampton North East","Labour","Conservative",47133.0000000001,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wolverhampton South East","Labour","Labour",40380,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wolverhampton South West","Conservative","Conservative",0,0,51768,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Woodspring","Conservative","Conservative",0,0,60341,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Woolwich","Social.Democratic","Social.Democratic",0,0,0,0,41059.9999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Worcester","Social.Democratic","Conservative",0,0,0,0,52941,0,0,0,0
0,0,0,0,0,0,0,0,"Worcestershire Mid","Conservative","Conservative",0,0,61751.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Worcestershire South","Conservative","Conservative",0,0,58372.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Workington","Labour","Labour",45872,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Worsley","Labour","Labour",56484,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Worthing","Conservative","Conservative",0,0,56032,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wrexham","Labour","Labour",50482.9999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wycombe","Conservative","Conservative",0,0,52372.0000000001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wyre","Conservative","Conservative",0,0,50538,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Wyre Forest","Liberal","Conservative",0,54895,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Yeovil","Liberal","Liberal",0,56081.0000000001,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ynys Môn","Plaid.Cymru","Plaid.Cymru",0,0,0,42977,0,0,0,0,0
0,0,0,0,0,0,0,0,"York","Labour","Conservative",62148.0000000002,0,0,0,0,0,0,0,0
