"Con","Lab","LDem","SNP","PC","UKIP","Grn","Oth","Speaker","Ind64","Constituency","CV1","CV2","CV4","CV6","CV24","CV28","CV37","CV67","CV95","CV112","CV148","CV152","CV164","CV166","CV170","CV190","CV191","CV201","CV323","CV349","CV381","CV417","CV468","CV483","CV575","CV598","CV609","CV627","CV649","CV650","CV653","CV681","CV712","CV719","CV798","CV821","CV839","CV879","CV898","CV911","CV941","CV973","CV994","CV1003","CV1048","CV1064","CV1135","CV1211","CV1285","CV1299","CV1334","CV1356","CV1372","CV1380","CV1388","CV1446","CV1477","CV1485","CV1524","CV1536","CV1566","CV1574","CV1581","CV1595","CV1614","CV1635","CV1677","CV1696","CV1714","CV1774","CV1799","CV1821","CV1828","CV1856","CV1857","CV1858","CV1861","CV1862","CV1880","CV1895","CV1915","CV1924","CV1939","CV1957","CV1971","CV1977","CV1986","CV1990","CV1995","CV2002","CV2008","CV2013","CV2025","CV2029","CV2033","CV2035","CV2052","CV2053","CV2069","CV2086","CV2097","CV2107","CV2136","CV2152","CV2167","CV2183","CV2206","CV2211","CV2229","CV2232","CV2258","CV2270","CV2298"
28635,11475,10601,0,0,0,926,0,0,0,"Newton Abbot","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
14769,29268,693,0,0,3030,0,0,0,0,"Normanton, Pontefract & Castleford","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
14818,13040,1124,18451,0,0,0,0,0,0,"North Ayrshire & Arran","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP","SNP"
25835,6151,18635,0,0,0,0,323,0,0,"North Cornwall","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem"
25517,7063,21185,0,0,1187,753,0,0,0,"North Devon","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem"
36169,10392,7556,0,0,0,1607,0,0,0,"North Dorset","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
12978,25917,1981,0,0,2408,0,0,0,0,"North Durham","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
39139,18277,3693,0,0,1896,1215,0,0,0,"North East Bedfordshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
34340,13070,2383,0,0,2174,1024,293,0,0,"North East Cambridgeshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
24784,21923,1390,0,0,1565,719,0,0,0,"North East Derbyshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
10088,4026,13741,13743,0,0,0,0,0,0,"North East Fife","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem"
37754,9982,6987,0,0,1061,1476,0,0,0,"North East Hampshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
32587,15752,4276,0,0,0,2965,0,0,0,"North East Hertfordshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
28992,18757,4461,0,0,0,1245,0,0,0,"North East Somerset","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
31097,9495,5874,0,0,0,2771,363,0,0,"North Herefordshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
21748,5180,25260,0,0,0,0,0,0,0,"North Norfolk","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem","LDem"
33642,17287,2948,0,0,0,1722,0,0,0,"North Shropshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
33605,16502,5982,0,0,0,1976,0,0,0,"North Somerset","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
29431,21096,1962,0,0,1564,858,0,0,0,"North Swindon","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
27163,16425,1586,0,0,2198,825,128,0,0,"North Thanet","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
14172,33456,1494,0,0,2101,669,0,0,0,"North Tyneside","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
26860,18350,1028,0,0,0,940,0,0,0,"North Warwickshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
37529,19521,3168,0,0,2518,1255,0,0,0,"North West Cambridgeshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
16516,25308,3398,0,0,2150,530,0,0,0,"North West Durham","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
36471,13792,5708,0,0,1467,1334,0,0,0,"North West Hampshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
31153,17867,3420,0,0,0,1101,0,0,0,"North West Leicestershire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
29408,15620,1393,0,0,1539,851,0,0,0,"North West Norfolk","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
32398,9399,9521,0,0,0,0,0,0,0,"North Wiltshire","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con"
19065,18258,1015,0,0,1404,636,0,0,0,"Northampton North","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn"
19231,18072,1405,0,0,1630,696,0,0,0,"Northampton South","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn","Grn"
21900,21393,1480,0,0,0,782,340,0,0,"Norwich North","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Con","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
15715,31311,2841,0,0,0,1492,0,0,0,"Norwich South","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab","Lab"
